"Imported Companies","Created At","Updated At","Enrich LI Company","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Telephone","Scrape Website"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:38.191Z","Summit Natural Gas of Missouri","Summit Natural Gas of Missouri","Summit Natural Gas delivers safe, efficient, clean and affordable natural gas to residential and commercial customers throughout the state of Missouri

Our parent company, Summit Utilities, Inc., was founded in 1997 by two entrepreneurially-minded executives that recognized a need to deliver a more cost-effective and environmentally-sustainable fuel option to residences and businesses in rural areas where other utilities could not or would not serve with natural gas. While the company started in Colorado, it has since grown to provide safe, clean and affordable natural gas to businesses and residents in five states through Summit Natural Gas of Missouri, Colorado Natural Gas, Summit Natural Gas of Maine, and Arkansas Oklahoma Gas Corporation.

Our mission is to deliver clean, safe, affordable, and reliable energy solutions to our customers every day through exceptional service and a strong commitment to our communities. Overall, Summit entities serve approximately 100,000 customers and operate more than 5,400 miles of pipeline in Arkansas, Colorado, Maine, Missouri and Oklahoma.  

Being part of the Summit team means embracing excellence, diversity and innovation, committing to safety each and every day, and doing all that we can to serve each other, our customers and the communities where we live.  We aim to bring warmth and energy to everything we do.

To see our latest job openings, please visit: 
https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=02307472-7039-4ed3-bacb-7c30eec440ed&ccId=19000101_000001&type=MP&lang=en_US","Utilities","11-50 employees","Privately Held","Lebanon, Missouri","United States","summitnaturalgas.com","https://www.linkedin.com/company/summit-natural-gas-of-missouri",,"✅ summitnaturalgas.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:26.707Z","BKI - A Vantage Point Company","BKI - A Vantage Point Company","BKI - A Vantage Point Company, provides hands on, practical engineering, permitting and planning solutions to public power utilities in the West.

Our Approach (Power in Partnership):

- Broad Industry Insights – We leverage our industry knowledge and contacts on behalf of our partners to provide perspective for informed decision-making.
- Service of Discovery – We listen to our partners to identify practical solutions that account for system, financial, and political considerations.
- Boots-on-the-Ground – We like to get our hands dirty and are always available to support our partners no matter what the situation.","Utilities","11-50 employees","Privately Held","Vancouver, Washington","United States","bki.cc","https://www.linkedin.com/company/bki-engineering-services",,"✅ bki.cc"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:19.126Z","Trumbull Energy Center, LLC","Trumbull Energy Center, LLC","Welcome to the official LinkedIn company page for Trumbull Energy Center. We encourage you to visit our website http://trumbullenergycenter.com to learn more about us. 

Trumbull Energy Center is an independent, dual-fuel combined-cycle gas turbine (“CCGT”) facility with a maximum design capacity of 950 MW, located in Lordstown, Ohio. Operating within PJM's ATSI zone, this advanced power generation facility achieved financial close on Nov 3, 2023, with a targeted Commercial Operation Date (COD) of Jan 31, 2026. Trumbull Energy Center stands on contributions from our key equity sponsors: Korea Southern Power Company (KOSPO), Siemens Energy, and Korea Overseas Infrastructure and Urban Development (KIND).","Electric Power Generation","11-50 employees","Partnership","Lordstown, Ohio","United States","trumbullenergycenter.com","https://www.linkedin.com/company/trumbull-energy-center",,"✅ trumbullenergycenter.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:19.801Z","South Central Arkansas Electric Cooperative, Inc.","South Central Arkansas Electric Cooperative, Inc.",,"Utilities","11-50 employees","Non Profit","Arkadelphia, Arkansas","United States","scaec.com","https://www.linkedin.com/company/scaec",,"✅ scaec.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:00:28.566Z","Rise Utility","Rise Utility","Imagine a utility project where every aspect is expertly handled, from the initial consultation to the final construction phase. That’s the RISE Utility promise. Our collective comprises three distinct but cooperative entities: RISE Utility Consulting, Design, and Construction. Each brings specialized skills and a shared ethos of efficiency, quality, and innovation. Together, we offer a seamless, integrated service experience, ensuring your utility projects are not just completed, but masterfully executed. With RISE Utility, you’re not just choosing a service provider; you’re choosing a network of excellence.

RISE Utility Consulting offers unparalleled subject matter expertise, utility coordination, staff augmentation, construction management, and land services to support public sector infrastructure projects. As a Disadvantaged Business Enterprise, we ensure your projects meet both excellence and inclusivity standards.

RISE Utility Design is a qualified applicant designer for PG&E, SCE, and SoCal Gas, and specializes in creating efficient, value-engineered utility connection designs and providing comprehensive application management and consulting services for new service projects.

RISE Utility Construction excels in installing dry utilities, combining competitive pricing, expertise, and a synergistic approach for seamless project execution.

For more details, reach out to us at 559-238-RISE or visit RiseUtility.com.","Utilities","11-50 employees","Privately Held","Clovis, California","United States",,"https://www.linkedin.com/company/rise-utility",,
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:18.465Z","Great Lakes Power Chesapeake","Great Lakes Power Chesapeake","Great Lakes Power is a family owned company headquartered in Mentor, Ohio. We have been working/growing in the industry since 1973. We pride ourselves in being the industry leader for all of your off-highway power transmission and drive train needs.","Electric Power Transmission, Control, and Distribution","11-50 employees","Public Company","Chesapeake, Virginia","United States","glpower.com","https://www.linkedin.com/company/great-lakes-power-chesapeake",,"✅ glpower.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:18.092Z","VebKard","VebKard","Instant Websites for Small Businesses, No Developer or Computer Needed.","Utilities","11-50 employees","Privately Held","Mountain View , California","United States","vebkard.com","https://www.linkedin.com/company/vebkard",,"✅ vebkard.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:19.126Z","Lewellyns Sealcoating","Lewellyns Sealcoating","Lewellyn’s Sealcoating, LLC, owned by Gary Lewellyn, started his black top sealcoating business part time in 1985 working evenings and weekends.  In 1989, Gary’s goal of making this sealcoating business a full time endeavor became a reality.  The business has steadily grown over the years to include a fleet of trucks to meet the demands of residential, commercial and industrial customers.  Gary takes great pride in customer satisfaction and realizes that word of mouth is the most effective marketing tool.  Gary is involved in his business from the beginning to the end of every project.","Utilities","11-50 employees","Privately Held","Louisville, Kentucky","United States","lewellynssealcoating.com","https://www.linkedin.com/company/lewellyns-sealcoating",,"✅ lewellynssealcoating.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:19.801Z","Copper Valley Electric Association, Inc.","Copper Valley Electric Association, Inc.","About CVEA
•	CVEA provides electric service to over 3,800 business and residential customers in the Copper River Basin and Valdez regions of the state
•	CVEA covers a large area: 160 miles north to south and 100 miles east to west; we provide service from Valdez to Kenny Lake to Sourdough to Sheep Mountain
•	Dependent on fossil fuel (50% of the annual generation requirement)
•	CVEA is not interconnected electrically to any other utility","Utilities","11-50 employees","Non Profit","Glennallen, Alaska","United States","cvea.org","https://www.linkedin.com/company/copper-valley-electric-association-inc-",,"✅ cvea.org"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:21.876Z","ASTRAPÉ CONSULTING","ASTRAPÉ CONSULTING","Astrapé Consulting, now part of PowerGEM, LLC, provides software and related consulting services to help system planners keep the lights on while transitioning from traditional power generation to clean energy resources. Used by some of the largest system operators and utilities, Astrapé’s SERVM (Strategic Energy and Risk Valuation Model) has become a leading risk modeling solution for resource adequacy studies, resource capacity accreditation, renewable integration assessments, and resource expansion planning studies. Our consultants have decades of experience in a range of electric system planning functions. We bring an innovative yet thoroughly vetted approach to every engagement.","Utilities","11-50 employees","Self Owned","Hoover, AL","United States","astrape.com","https://www.linkedin.com/company/astrape-consulting",,"✅ astrape.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:18.764Z","Hancock-Wood Electric Cooperative","Hancock-Wood Electric Cooperative","Hancock-Wood was founded on April 20, 1938, to provide electricity to members in the immediate rural area. The co-op expanded, because of demand, into other northwest Ohio counties over the decades. Hancock-Wood is governed by a Board of Trustees, overseeing 9 districts in portions of Allen, Erie, Hancock, Hardin, Henry, Putnam, Sandusky, Seneca, Wood and Wyandot counties.","Utilities","11-50 employees","Non Profit","North Baltimore, Ohio","United States","hwe.coop","https://www.linkedin.com/company/hancock-wood-electric-cooperative",,"✅ hwe.coop"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:19.801Z","Taylor's Industrial Coatings, Inc.","Taylor's Industrial Coatings, Inc.","Taylor’s Industrial Coatings, Inc. (TIC) was founded in 1975 and is located in Lake Wales, Fl. TIC has developed a broad field service that spans mid-western and eastern United States throughout our 25 years of service.  Our highly skilled staff is trained and equipped with the latest tools and equipment necessary to complete projects on time and within scope.  Even in the most isolated locations, we are committed to providing the same level of safety, technical support and quality workmanship to our customers.  With our abundance of services, we are sure to handle all of your needs in the following categories:  

 	Agriculture
 	Chemical/Petroleum
 	Government
 	Food/Beverage 
 	Manufacturing
 	Mining
 	Property Management 
 	Power/Utility
 	Pulp/Paper

OUR SERVICES:
 	Grit blasting
 	Wet-Slurry Blasting
 	Metalizing
 	UHP Water blasting
 	Painting- Metal/Concrete
 	Lining- Metal/Concrete
 	High Performance Lining
 	Plural Component Coatings
 	Vinyl ester Systems 
 	Urethane Foam Roofing
 	Urethane Foam Insulation
 	Urethane Soil Stabilization","Utilities","11-50 employees","Public Company","Lake Wales, FL","United States","tic-coatings.com","https://www.linkedin.com/company/taylor's-industrial-coatings-inc-",,"✅ tic-coatings.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:19.126Z","City of Big Bear Lake, Department of Water and Power","City of Big Bear Lake, Department of Water and Power","The City of Big Bear Lake, Department of Water and Power (DWP) provides water service throughout the Big Bear Valley. Serving five separate water systems covering the City of Big Bear Lake, Moonridge, Sugarloaf, Erwin Lake, Fawnskin and Lake William.

We remain focused on ensuring the safety of this resort community by providing a reliable source of water for domestic use, commercial use, and fire suppression.

Our water supply comes strictly from groundwater sources. The DWP currently operates 31 groundwater wells and 23 slant wells that supply the various water systems in the service area. The total capacity of these wells is 4,355 gpm.","Utilities","11-50 employees","Government Agency","Big Bear Lake, California","United States","bbldwp.com","https://www.linkedin.com/company/bbldwp",,"✅ bbldwp.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:18.764Z","Balboa Bay Partners","Balboa Bay Partners","Headquartered in Southern California, Balboa Bay is a Minority Owned Business representing Energy clients on and between coasts. We specialize in everything Energy, from the seed of an idea to the final product. Whether you’re a Utility, an Electric Vehicle Owner, a Charging Station operator, or just passionate about Energy, we hope to make a difference in your life. We bring extensive experience and professionalism to every client and customize our support to your individual needs and concerns.
We provide consulting and technology services to utility clients including Business and Technology Strategy, Software implementation Services, Business Systems Analyst and Requirements Services, Data Migration and Conversion from legacy systems, Integration Services and Support/Managed Services.","Utilities","11-50 employees","Privately Held","San Diego, CA","United States","balboabaypartners.com","https://www.linkedin.com/company/balboa-bay-partners",,"✅ balboabaypartners.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:22.737Z","reUse Innovations, Inc.","reUse Innovations, Inc.","The team at reUse has more than 150 years of experience in the wastewater industry and more than 500 treatment plants under our belt.  Our firm was established to provide engineers, city managers, developers, and others access to the most advanced wastewater treatment systems available today without the high cost normally associated with such systems.","Utilities","11-50 employees","Privately Held","Georgetown, Texas","United States","reuseinn.com","https://www.linkedin.com/company/reuseinn",,"✅ reuseinn.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:21.876Z","Galene Water Treatment LLC","Galene Water Treatment LLC","Water/Wastewater solutions start with Galene. Custom engineered solutions for municipal, industrial and residential challenges. Sand, disc and mixed media filters, reverse flow high efficiency RO skids, corrosion resistant package plants and self cleaning screens.
Galene  focuses on site specific, cost effective, tailored solutions rather than cookie cutter, one size fits all solutions. Extensive world wide experience with over 200 installations.","Utilities","11-50 employees","Privately Held","Miami, Florida","United States","galenewt.com","https://www.linkedin.com/company/galene-water-treatment-llc",,"✅ galenewt.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:19.801Z","Rhino Pumps","Rhino Pumps","Rhino Pumps is a full service pump company. We are a preferred distributor for industry leading pump brands.  Our full service repair shop is equipped with custom machining, dynamic balancing, blasting and coating, mechanical and electrical experts. 

Rhino Pumps is the best source for centrifugal pump sales, pump service, on-site service, water well rehabilitation, pump installation and more. 

Serving the municipal, mining, agricultural, commercial, and industrial markets in the mountain west.","Utilities","11-50 employees","Privately Held","Pleasant Grove, Utah","United States","rhino-pumps.com","https://www.linkedin.com/company/rhino-pumps",,"✅ rhino-pumps.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:22.925Z","River Oaks Energy","River Oaks Energy","Since 2003, our mission has been to take the confusion and frustration out of the commercial energy market. We manage energy contracts and rates on behalf of businesses.
      River Oaks Energy has proudly served as energy consultants in the deregulated electricity and natural gas markets throughout the United States with services designed to lower commercial energy costs. 
     Our staff of energy experts and decades of combined industry experience has allowed us to successfully negotiate over $1.25 billion in electricity and natural gas contracts on behalf of our clients. We’ve spent the last decade serving customers with our forward thinking and unmatched ability to negotiate the lowest possible electric rates with our unbiased, third-party advantages.","Utilities","11-50 employees","Privately Held","Dallas/Fort Worth, Texas","United States","riveroaksenergy.com","https://www.linkedin.com/company/river-oaks-energy",,"✅ riveroaksenergy.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:04.173Z","Jefferson County PUD","Jefferson County PUD","A publicly owned utility district providing electric, water, septic, and wholesale broadband services to the rural residents of eastern Jefferson County. Our service area is located between the Olympic National Park and the Salish Sea in Washington State.","Utilities","11-50 employees","Government Agency","Port Townsend, WA","United States","jeffpud.org","https://www.linkedin.com/company/jefferson-county-pud",,"✅ jeffpud.org"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:01.384Z","URA Group","URA Group","Check out the website","Utilities","11-50 employees","Privately Held",,"United States","ura.be","https://www.linkedin.com/company/ura-group",,"✅ ura.be"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:01.384Z","MMUA","MMUA","MMUA represents the interests of Minnesota's 124 municipal electric, 33 municipal natural gas and many municipal water utilities. MMUA was formed in 1931 and also provides a wide variety of services to its members: from legislative representation to electrical generation and lineworker training.","Utilities","11-50 employees","Non Profit","Plymouth, Minnesota","United States","mmua.org","https://www.linkedin.com/company/mmua",,"✅ mmua.org"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:01.041Z","Relay Application Innovation, Inc.","Relay Application Innovation, Inc.","Relay Application Innovation, Inc. (RAI) applies, programs and commissions modern digital protective relay and communication technology for the renewable energy industry.  Having provided technical solutions to the high voltage power grid intertie for over 80 wind projects throughout the United States since 2002, we have earned the trust of developers, utilities and contractors.  By helping optimize the return on investment for these capital intensive projects, RAI continues to see a growing demand for its services.  RAI’s team of engineers implement technically sound, efficient smart systems helping maximize the energy delivery to the grid, whether from the wind or the sun.

RAI developed standard protections, auto-restoration schemes, integration systems, and commissioning capabilities minimize outage time and maximize energy delivery.  Once RAI engineers have designed the protection and integration systems, RAI’s engineers travel to site to test and commission the protection and integration systems, providing unique project solutions while increasing project success and lowering costs.

RAI has offices in Pullman, WA, Tacoma, WA, and Sacramento, CA.","Utilities","11-50 employees","Privately Held","Pullman","United States","relayapplication.com","https://www.linkedin.com/company/relay-application-innovation-inc.",,"✅ relayapplication.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:01.910Z","Pipefitters Local Union 533","Pipefitters Local Union 533","Pipefitters Local Union 533 is an utilities company based out of 8600 Hillcrest Rd Ste B, Kansas City, Missouri, United States.","Utilities","11-50 employees","Privately Held","Kansas City, Missouri","United States","local533.com","https://www.linkedin.com/company/pipefitters-local-union-533",,"✅ local533.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:03.380Z","PNE USA, Inc.","PNE USA, Inc.","Developing Renewable Energy Now and for the Future","Utilities","11-50 employees","Privately Held","Chicago, Illinois","United States","pne-usa.com","https://www.linkedin.com/company/pne-usa-inc",,"✅ pne-usa.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:02.241Z","Rowland Water District","Rowland Water District","Rowland Water District (District) is committed to providing the highest level of service to our customers. Our service area encompasses a 17.2 square mile area in southeastern Los Angeles County. 

The District was formed in 1953 and provides potable and recycled water for approximately 55,000 people through 13,500 service connections in portions of Rowland Heights, Hacienda Heights, La Puente, and the cities of Industry and West Covina.","Utilities","11-50 employees","Government Agency","Rowland Heights, California","United States","rwd.org","https://www.linkedin.com/company/rowland-water-district",,"✅ rwd.org"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:01.041Z","Southwest Valve & Equipment","Southwest Valve & Equipment","Southwest Valve & Equipment is primarily a water and wastewater valve and equipment Manufacturer’s Representative. Most manufacturer’s representatives try to sell into as many markets as possible with water and wastewater being just one more market. These representatives do not have the focus or technical expertise needed to help with the proper equipment design and application for a specific project.

Our employees have detailed working knowledge of potable and recycled water systems, water and wastewater treatment plants, pipelines, pump stations, reservoirs and flow control facilities. Southwest Valve & Equipment’s knowledge base provides engineering firms and end users design support for their projects with the correct products for the application.
SVE understands the difference between the “correct” product for the application and a product that will “just work” for the application. A correct product incorporates longevity of service; takes into account the environment of installation, system continuity, minimizing MRO, and where applicable, modifications to standard product offerings to customize the operation for the required service.

Southwest Valve & Equipment uses published industry text, guidelines, standards, research and publications combined with our hands-on knowledge and experience of applications and installations. Our team offers the most up-to-date, sustainable custom manufacturing solutions. We only source materials from tried and trusted suppliers that meet our exacting standards of quality control.","Utilities","11-50 employees","Privately Held","Fresno, CA","United States","southwestvalve.com","https://www.linkedin.com/company/southwest-valve-llc",,"✅ southwestvalve.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:02.241Z","Phoenix Engineering Services, a Qualus Power Services company","Phoenix Engineering Services, a Qualus Power Services company","Engineering and consulting services to support electric power generation, transmission, and distribution planning, operation, and maintenance.","Utilities","11-50 employees","Privately Held","Tucker, Georgia","United States","peserv.net","https://www.linkedin.com/company/phoenix-engineering-services-inc",,"✅ peserv.net"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:01.041Z","Utility System Efficiencies, Inc.","Utility System Efficiencies, Inc.","Since 1992 Utility System Efficiencies, Inc. (USE) has been serving a variety of power industry clients and enhancing their internal transmission and system analytical capabilities. USE has worked for all sectors of the electric power industry and has a thorough understanding of the transmission issues and concerns of regulators, independent power producers, investor-owned utilities and publicly owned utilities. USE staff consists exclusively of electrical engineers and utility professionals with extensive experience in power systems analysis and related power industry issues.","Utilities","11-50 employees","Privately Held","Carmichael, California","United States","useconsulting.com","https://www.linkedin.com/company/utility-system-efficiencies-inc-",,"✅ useconsulting.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:21:39.773Z","Gas-Lock Eliminator","Gas-Lock Eliminator","Your key to stable and efficient oil production.","Electric Power Transmission, Control, and Distribution","11-50 employees","Public Company","Carlsbad, New Mexico, New Mexico","United States","gaslockeliminator.com","https://www.linkedin.com/company/gas-lock-eliminator",,
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:04.591Z","Cable, Pipe & Leak Detection","Cable, Pipe & Leak Detection","For over 45 years, CPL Detection has been providing high-quality Leak Detection and Underground Utility Locating services for business, government, and residential clients throughout Southern California. As the first utility locating and leak detection specialists in all of San Diego County, we remain at the forefront of incorporating new methods and leading-edge equipment technologies into our services.

Cable Pipe and Leak Detection is the leading and most trusted utility locating company in San Diego. Our unique and specialized work involves locating underground slab leaks, outside water leaks, locating underground utilities, and much more. Our work also involves locating and performing inspections of sewer and storm drain. CPL is a trusted parter for federal, state, and local government, as well as, trusted by homeowners for over 45 years.","Utilities","11-50 employees","Privately Held",,"United States","cpldetection.com","https://www.linkedin.com/company/cable-pipe-&-leak-detection",,"✅ cpldetection.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:00.682Z","USC Power Services","USC Power Services","USC Power Services is a NETA Accredited company.  

USC offers comprehensive technical services for electrical power systems, equipment and apparatus.  USC is an independent provider of electrical testing, maintenance, repair, commissioning, engineering and training services in North America.  Anything from Federal energy compliance and substation testing to power system studies, maintenance and commissioning and more.  USC is prepared to safely handle any and all critical power needs.","Utilities","11-50 employees","Privately Held","Huntsville, Alabama","United States","utilserv.com","https://www.linkedin.com/company/utility-service-corporation",,"✅ utilserv.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:56.445Z","Utility Saving Solutions","Utility Saving Solutions","USS is your single source for on-site primary power production with our collection of products.  We tailor your home/business with the components that allow you to ""GO GREEN...Intelligently"".  Solar alone is not the best solution as it will go down when the grid does.  Combined with our mCHP and safe energy storage, we offer resilient power eliminating blackouts and outage anxiety. 

Our 100% green solutions include On-Site Power Production (mCHP) up to 4MW, Utility Auditing, Energy Storage, Solar, Solar HVAC, Reduced Natural Gas Rates, Commercial LED Lighting, and BioEnergy Purification Systems.  

We serve residential, commercial, industrial, municipalities, military and government and utility companies and look forward to serving YOU.","Utilities","11-50 employees","Privately Held","Peachtree Corners, Georgia","United States","utilitysaving.org.uk","https://www.linkedin.com/company/utilitysavingsolution",,
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:03.380Z","Aqua Smart Inc","Aqua Smart Inc","Aqua Smart Inc is an utilities company based out of 4445 Commerce Dr SW # A4, Atlanta, Georgia, United States.","Utilities","11-50 employees","Privately Held","Atlanta, Georgia","United States","aquasmartinc.com","https://www.linkedin.com/company/aqua-smart-inc",,"✅ aquasmartinc.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:19:51.337Z","High Plains Power","High Plains Power","High Plains Power is a Cooperative that provides power to most of rural Wyoming, we are focused on community, accountability, innovation and integrity!","Utilities","11-50 employees","Non Profit","Riverton, Wyoming","United States","highplainspower.org","https://www.linkedin.com/company/high-plains-power",,"✅ highplainspower.org"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:19:50.735Z","ACP International","ACP International","Founded in 1986 by Becky and Joe Nussbaum, ACP International started by selling splice sleeves and has grown to include a variety of products that support the utility, telecom, pipeline, CATV, government and commercial industries and applications.

ACP International is headquartered in Arlington, Texas which is also where the company's products are manufactured and distributed. The sales team is based in Texas and many have been with the company for 10 or more years. This is a real point of pride for ACP. In today's business world, where job skipping and layoffs seem to happen every day, ACP is proud to stand against that trend.

Contact us today and learn how we can make your job easier!

ACP's Sister Brands: SA-SO (www.sa-so.com) and Concrete Graphics (www.concretegraphics.com) 

ACP is a Fiber Optic Association, Inc. member.","Utilities","11-50 employees","Privately Held","Arlington, TX","United States","acpinternational.com","https://www.linkedin.com/company/acp-international",,"✅ acpinternational.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:20:56.445Z","Victoreen","Victoreen","Over the past 75 years, Victoreen has been recognized as a leader in diverse applications of radiation detection technology.  From continuous area monitors, radiation detectors, process monitors and remote indicators and alarms, featuring industry-standard technology, Victoreen instruments are the trusted source for monitoring systems and quality assurance for nuclear power professionals. With a wide range of solutions for maintaining Code of Federal Regulations-compliant facilities, Victoreen delivers the safety, reliability and quality needed to guarantee top performance for the global atomic energy community.

While Victoreen was acquired by Fluke Corporation in 2004, the Victoreen quality and reliability have remained. Victoreen consists of an experienced staff dedicated to the design, fabrication, testing and support of process and area radiation monitoring systems.","Utilities","11-50 employees","Public Company","Solon, Ohio","United States","danahertm.com","https://www.linkedin.com/company/victoreen",,
,"2025-01-08T07:32:25.719Z","2025-01-08T08:19:53.164Z","Stephen K. Denny, INC.","Stephen K. Denny, INC.","Stephen K Denny, Inc. is a full-service HVAC contractor serving Jupiter and the neighboring communities of South Florida. We’re dedicated to bringing you everything you need to enhance your life at home.
Whether you need a new air conditioner or a pool heater, we’ve got you covered. Our quality comfort solutions keep homes throughout the region comfortable, healthy and energy-efficient.","Utilities","11-50 employees","Privately Held","Jupiter, Florida","United States","linktr.ee","https://www.linkedin.com/company/stephen-k-denny-inc",,"✅ linktr.ee"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:19:53.824Z","Carina Technology","Carina Technology","Carina Technology is an information technology firm that provides Energy Intelligence (EI) Solutions primarily to the U.S. utility and energy industries.  Carina enables energy providers to manage operations more efficiently and create new revenue streams through real-time hardware and software 
applications such as interactive GIS, Energy Data Management, prepaid energy, remote meter reading, demand response, and power quality management.  

EI is centralized and designed to fully collect, store, and interpret energy data to provide interactive visibility for grid management.  To maximize interoperability, EI utilizes open standards, integration into multiple utility operating systems over a variety of communications infrastructures, and database-driven architecture.  Carina also specializes in building and integrating custom software interfaces to existing CIS, GIS, and OMS systems.  Learn more about Carina at www.carinatek.com .
Today, Carina Technology differentiates itself by providing its customers with energy management solutions that operate in real time. Demand response capabilities, analytics, monitoring, and measurement and verification services are available on demand to meet utility needs whenever they arise. Carina's modular hardware design allows utilities at all stages of technological development to benefit from rapidly changing communication technologies while staying inherently protected from becoming obsolete or incurring stranded costs. Carina's firmware and software ensure that utilities have real time two-way communication to adjust to changing grid conditions with Carina's professional support team helping at any level needed by the utilities. Carina, with its demand flexibility and CarinaPoint control software, can help utilities navigate through the new Future Grid. Carina is the first company to offer the Carina intelligence in a new Vaughn grid enabled water heater as well as retrofitting almost any water heater.","Utilities","11-50 employees","Privately Held","Huntsville, Alabama","United States","carinatek.com","https://www.linkedin.com/company/carina-technology-inc.",,"✅ carinatek.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:19:51.008Z","Morgan County Rural Electric Association","Morgan County Rural Electric Association","Mission
Morgan County REA, a member-owned cooperative, is dedicated to serving our members by providing safe, reliable energy with a strong tradition and vision for the future.    

History 
Morgan County Rural Electric Association was organized on April 27, 1937. Morgan County was the third REA to be organized in Colorado. The Charter Board of Directors included: H. W. Bigler, C. C. Daily, J. R. Henderson, O. E. Kinnaman, Ernest Rosener, W. F. Tormohlen, G. E. Trewet, N. C. Wagers and George T. White. The first official meeting of the Board of Directors was held on March 6, 1937 at the courthouse in Fort Morgan. Engineers needed 2 months to draw up the first plans and blueprints for the first 200 miles of line. On May 11, 1938 the first 175 miles of line was energized.","Utilities","11-50 employees","Non Profit","Ft. Morgan, Colorado","United States","mcrea.org","https://www.linkedin.com/company/morgan-county-rural-electric-association",,"✅ mcrea.org"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:19:50.735Z","Mellen & Associates Inc.","Mellen & Associates Inc.","Mellen & Associates Inc. is the leader in flow control in Iowa, Nebraska, Kansas and Western Missouri!","Utilities","11-50 employees","Partnership","Council Bluffs, Iowa","United States","melleninc.com","https://www.linkedin.com/company/mellen-associates-inc-",,"✅ melleninc.com"
,"2025-01-08T07:32:25.719Z","2025-01-08T08:19:53.164Z","Res Kem LLC","Res Kem LLC","Since 1983, Res-Kem LLC has designed and built a complete line of custom and standard water treatment equipment for residential, commercial, industrial and municipal water applications. From our five Eastern region service and regeneration facilities, we provide high purity deionized water systems using our delivery personnel. 

Our line ranges from basic water softeners to custom designed water treatment plants that solve most water quality issues. We take pride in our ability to respond to our customers' requirements and problems quickly, personally and courteously. Res-Kem is a business-to-business company.

Res-Kem services commercial and industrial water treatment equipment. Nationally, we offer engineering, retrofit/upgrade and startup services. Regionally, our technicians can repair systems, controls and valves, change out resin, carbon and media, or perform preventative maintenance. 

Using Res-Kem’s ecommerce site, http://reskem-ecolab.com, you can purchase most of the parts you need to properly maintain your water treatment systems including Dow, Purolite, Sybron and Thermax ion exchange resins; Calgon, Jacobi and Norit activated carbon; Dow Filmtec and GE Osmonics RO membranes; Aquafine UV; NSF approved filter sand, gravel, garnet and anthracite; Greensand; KDF; Pentair-Fleck, Aquamatic and Autotrol valves and parts; Structural tanks and pressure vessels.","Utilities","11-50 employees","Privately Held","Aston, PA","United States","reskem.com","https://www.linkedin.com/company/res-kem-corp",,"✅ reskem.com"
