source_label,source_id,cve_id,relationship_cve_id,severity,exploitability,all_properties
Control,,cve-CVE-2025-7032,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7032,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7032,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7032,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7032,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7032,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Control,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7033,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Control,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-7353,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7705,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-7745,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-8754,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Control,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9065,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Device,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:37.403000000+00:00""}"
Control,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Control,,cve-CVE-2025-9068,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-11-01T01:03:42.325000000+00:00"", ""waterSpecificRisk"": ""High""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9574,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,cve-CVE-2025-9970,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:44.282000000+00:00""}"
Device,,,,UNKNOWN,,"{""severity"": ""UNKNOWN"", ""mitigationStatus"": ""Pending"", ""discoveredDate"": ""2025-10-31T07:27:33.104000000+00:00""}"
